page_name,page_age_days,revisions_count_mean,revisions_count_std,revisions_count_ar,revisions_count_max,revisions_count_min,revisions_count_range,revisions_count_avg_last_week,revisions_count_avg_all_period,contributors_count_mean,contributors_count_std,contributors_count_ar,contributors_count_max,contributors_count_min,contributors_count_range,contributors_count_avg_last_week,contributors_count_avg_all_period,num_of_views_mean,num_of_views_std,num_of_views_ar,num_of_views_max,num_of_views_min,num_of_views_range,num_of_views_avg_last_week,num_of_views_avg_all_period,incoming_links_mean,outcoming_links_mean,outcoming_links_std,outcoming_links_ar,outcoming_links_max,outcoming_links_min,outcoming_links_range,outcoming_links_avg_last_week,outcoming_links_avg_all_period,translated
Казачево,795,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,62.0,0.0,0.0,62.0,62.0,0.0,62.0,62.0,1
Казали,202,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,48.0,45.0,-0.796610281729287,93.0,3.0,90.0,54.42857142857143,48.0,1
Казашко,1061,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,0.0,0.0,36.0,36.0,0.0,36.0,36.0,1
Казаціте,752,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,74.0,0.0,0.0,74.0,74.0,0.0,74.0,74.0,1
Кеґейлі_(міське_селище),104,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,58.0,0.0,0.0,58.0,58.0,0.0,58.0,58.0,1
Кегичівка,3810,89.0,0.0,0.0,89.0,89.0,0.0,89.0,89.0,41.0,0.0,0.0,41.0,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,229.0,0.0,0.0,229.0,229.0,0.0,229.0,229.0,1
Кейлір,418,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,-0.7966100957034817,20.0,4.0,16.0,13.142857142857142,12.0,1
Кей'ун,231,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,-0.7966101820400402,11.0,7.0,4.0,9.285714285714286,9.0,1
Кеко,87,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,1
Кельменці,1901,59.0,0.0,0.0,59.0,59.0,0.0,59.0,59.0,36.0,0.0,0.0,36.0,36.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,147.0,0.0,0.0,147.0,147.0,0.0,147.0,147.0,1
Kepler-283c,492,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.3333333333333333,0.5962847939999438,-0.13393428367548796,2.0,0.0,2.0,0.2857142857142857,0.3333333333333333,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,1
KOI-254,770,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,1
Керкі,592,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,81.0,0.0,0.0,81.0,81.0,0.0,81.0,81.0,1
Кернос,123,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,57.5,53.5,-0.7966102141802662,111.0,4.0,107.0,65.14285714285714,57.5,1
Керниця,2458,36.8,0.4,0.9585038422266765,37.0,36.0,1.0,37.0,36.8,18.8,0.4,0.9585038432715123,19.0,18.0,1.0,19.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,124.0,5.0,-0.7966101653205443,129.0,119.0,10.0,123.28571428571429,124.0,1
KeyRus,640,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,1
Коцюбіїв,3130,134.83333333333334,0.521749194749951,0.9778878809203817,135.0,133.0,2.0,135.0,134.83333333333334,36.9,0.3,0.9450216779800882,37.0,36.0,1.0,37.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,109.5,34.5,-0.7966100779651537,144.0,75.0,69.0,104.57142857142857,109.5,1
Ханабад,713,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,29.0,29.0,0.0,29.0,29.0,1
Ханська,1564,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,52.0,0.0,0.0,52.0,52.0,0.0,52.0,52.0,1
Харченко,2422,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,87.0,0.0,0.0,87.0,87.0,0.0,87.0,87.0,1
Комашник_павуконосний_кримський,2136,33.0,0.0,0.0,33.0,33.0,0.0,33.0,33.0,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,62.5,48.5,-0.7966102686515202,111.0,14.0,97.0,69.42857142857143,62.5,1
Харін,989,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,1
Харп_(селище),109,19.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,104.0,0.0,0.0,104.0,104.0,0.0,104.0,104.0,1
Кхартапху,551,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,1
Харцизьк,583,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,107.0,165.88399561139104,-0.05326049509230672,394.0,1.0,393.0,66.0,107.0,1
Хащованя,2199,25.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,129.0,0.0,0.0,129.0,129.0,0.0,129.0,129.0,1
"Хас-пуш_(фільм,_1928)",2583,18.0,0.0,0.0,18.0,18.0,0.0,18.0,18.0,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,0.0,0.0,32.0,32.0,0.0,32.0,32.0,1
Хебда,362,20.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,68.0,0.0,0.0,68.0,68.0,0.0,68.0,68.0,1
Хітар,2384,17.1,0.5385164807134504,0.893642414787757,20.0,17.0,3.0,17.857142857142858,17.1,15.033333333333333,0.17950549357115012,0.8936423635911451,16.0,15.0,1.0,15.285714285714286,15.033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,135.0,6.0,-0.7966101455560594,141.0,129.0,12.0,135.85714285714286,135.0,1
Хлєбников,2568,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,1
Хлевене,795,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,61.0,0.0,0.0,61.0,61.0,0.0,61.0,61.0,1
Хмелева_(Заліщицький_район),3167,36.1,1.445683229480096,0.964973415757285,38.0,35.0,3.0,38.0,36.1,21.366666666666667,0.4818944098266986,0.9649733803339576,22.0,21.0,1.0,22.0,21.366666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,123.5,13.5,-0.7966101580964962,137.0,110.0,27.0,121.57142857142857,123.5,1
Хмільник,571,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,118.66666666666667,164.99360256958113,-0.19086801626537475,352.0,1.0,351.0,152.0,118.66666666666667,1
Хнусік,1171,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,157.0,0.0,0.0,157.0,157.0,0.0,157.0,157.0,1
Хохлов,416,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,16.0,16.0,0.0,16.0,16.0,1
Холмська,1433,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,98.0,0.0,0.0,98.0,98.0,0.0,98.0,98.0,1
Холодний_(значення),2423,18.0,0.0,0.0,18.0,18.0,0.0,18.0,18.0,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,1
Холопи,193,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,23.0,0.0,0.0,23.0,23.0,0.0,23.0,23.0,1
Хормуська_культура,192,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,1
Хорол,1432,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,7.0,-0.7966102236242437,17.0,3.0,14.0,11.0,10.0,1
Хорошів_(смт),1041,62.86666666666667,0.9910712498212338,0.9658314676494693,64.0,62.0,2.0,64.0,62.86666666666667,16.433333333333334,0.4955356249106169,0.9658314639621041,17.0,16.0,1.0,17.0,16.433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,143.5,140.5,-0.7966103078051315,284.0,3.0,281.0,163.57142857142858,143.5,1
Хорошеве,3488,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,1
Хоростків,597,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,119.66666666666667,160.80077390637425,-0.19864295720128877,347.0,1.0,346.0,152.14285714285714,119.66666666666667,1
Хортиця,382,13.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,204.33333333333334,274.9270610341748,-0.18560027776277896,593.0,1.0,592.0,259.85714285714283,204.33333333333334,1
Хоругва,84,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,18.0,0.0,0.0,18.0,18.0,0.0,18.0,18.0,1
Хотянівка,1022,40.0,0.0,0.0,40.0,40.0,0.0,40.0,40.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,110.0,19.0,-0.7966100768540912,129.0,91.0,38.0,107.28571428571429,110.0,1
Хотів,62,6.3,1.2688577540449517,0.9605898487951331,7.0,4.0,3.0,7.0,6.3,3.7666666666666666,0.42295258468165065,0.9605898394983954,4.0,3.0,1.0,4.0,3.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,132.0,1.0,-0.7966101829968787,133.0,131.0,2.0,132.14285714285714,132.0,1
Храмов,3079,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,1
Хрещатик,355,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,273.0,257.0,-0.7966103320549269,530.0,16.0,514.0,236.28571428571428,273.0,1
Хряцька,2622,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,89.5,39.5,-0.7966100402543534,129.0,50.0,79.0,83.85714285714286,89.5,1
Христенко,3367,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,16.0,16.0,0.0,16.0,16.0,1
Хромих,121,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,1
Хрулі,3024,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,124.5,4.5,-0.7966102104427587,129.0,120.0,9.0,123.85714285714286,124.5,1
Хриплин,848,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,91.0,38.0,-0.7966100938331973,129.0,53.0,76.0,85.57142857142857,91.0,1
Христинівка,598,14.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,58.666666666666664,77.34913631637325,-0.1844426462112072,168.0,1.0,167.0,74.28571428571429,58.666666666666664,1
Худяков,2045,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,1
Хуст,351,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,150.33333333333334,178.98665375446916,-0.1685551238684806,402.0,1.0,401.0,186.28571428571428,150.33333333333334,1
Хутір,199,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.0,28.666666666666668,30.401023374587606,-0.15744514882786176,71.0,1.0,70.0,34.714285714285715,28.666666666666668,1
Хвостенко,3360,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,1
Хвостов,1786,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,0.0,0.0,17.0,17.0,0.0,17.0,17.0,1
Хирів,583,12.866666666666667,0.33993463423951903,0.9515271339826115,13.0,12.0,1.0,13.0,12.866666666666667,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,221.0,220.0,-0.796610119358696,441.0,1.0,440.0,252.42857142857142,221.0,1
KIAA1755,203,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,14.5,-0.7966100728574897,36.0,7.0,29.0,23.571428571428573,21.5,1
Киевлянин_(газета),3389,24.0,0.0,0.0,24.0,24.0,0.0,24.0,24.0,18.0,0.0,0.0,18.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,23.0,0.0,0.0,23.0,23.0,0.0,23.0,23.0,1
Кіндратів,2537,22.0,0.0,0.0,22.0,22.0,0.0,22.0,22.0,16.0,0.0,0.0,16.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,113.0,16.0,-0.7966101592961412,129.0,97.0,32.0,110.71428571428571,113.0,1
Король,652,13.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792.0,30.5,50.51979809935903,-0.008767993117941044,118.0,1.0,117.0,18.0,30.5,1
Kingmax,1454,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,1.5,1.875277757204694,-0.2418443286709755,6.0,0.0,6.0,1.0,1.5,1.0,28.0,0.0,0.0,28.0,28.0,0.0,28.0,28.0,1
Кіно_(значення),214,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.5,-0.7966101851721538,10.0,9.0,1.0,9.571428571428571,9.5,1
Кіпіані,1036,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0,0.0,28.0,28.0,0.0,28.0,28.0,1
Кіракосян,1388,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,5.0,-0.7966102629284595,14.0,4.0,10.0,9.714285714285714,9.0,1
Кирчево,794,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,39.0,0.0,0.0,39.0,39.0,0.0,39.0,39.0,1
Кириченко,3217,27.0,0.0,0.0,27.0,27.0,0.0,27.0,27.0,19.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,46.0,0.0,0.0,46.0,46.0,0.0,46.0,46.0,1
Кіровград,141,9.366666666666667,0.4818944098266986,0.9649734031700844,10.0,9.0,1.0,10.0,9.366666666666667,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,96.5,94.5,-0.796610152713939,191.0,2.0,189.0,110.0,96.5,1
Кіровськ,107,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,6.0,-0.7966101217208609,22.0,10.0,12.0,16.857142857142858,16.0,1
Кіровське,399,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,42.0,0.0,0.0,42.0,42.0,0.0,42.0,42.0,1
Кирза,1524,37.0,0.0,0.0,37.0,37.0,0.0,37.0,37.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,70.0,65.0,-0.7966102133483421,135.0,5.0,130.0,79.28571428571429,70.0,1
Киселево,807,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,39.0,0.0,0.0,39.0,39.0,0.0,39.0,39.0,1
Киселиця,794,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,46.0,0.0,0.0,46.0,46.0,0.0,46.0,46.0,1
Кисляк,1746,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,1
Китна,735,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,99.0,0.0,0.0,99.0,99.0,0.0,99.0,99.0,1
Кіцмань,229,5.7,1.2688577540449522,0.9360877862820315,12.0,5.0,7.0,7.714285714285714,5.7,4.066666666666666,0.35901098714230023,0.8936423568008215,6.0,4.0,2.0,4.571428571428571,4.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,94.5,93.5,-0.7966100900901077,188.0,1.0,187.0,107.85714285714286,94.5,1
Ківерці,305,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,91.5,90.5,-0.7966101542297241,182.0,1.0,181.0,104.42857142857143,91.5,1
Ківшовата,1042,12.066666666666666,1.6918103387266026,0.9605898167290752,13.0,9.0,4.0,13.0,12.066666666666666,8.766666666666667,0.4229525846816507,0.9605898096714752,9.0,8.0,1.0,9.0,8.766666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,98.0,31.0,-0.7966101205667894,129.0,67.0,62.0,93.57142857142857,98.0,1
Кіз'я,407,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,149.0,20.0,-0.7966101998148369,169.0,129.0,40.0,151.85714285714286,149.0,1
Кладенці,746,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,1
Клавдієво-Тарасове,1612,44.0,0.0,0.0,44.0,44.0,0.0,44.0,44.0,25.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,148.5,11.5,-0.7966101391107303,160.0,137.0,23.0,150.14285714285714,148.5,1
Мотовоз,408,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,21.5,14.5,-0.7966100728574897,36.0,7.0,29.0,23.571428571428573,21.5,1
Клекотів,877,22.4,1.4966629547095767,0.966034840570459,24.0,21.0,3.0,24.0,22.4,8.466666666666667,0.49888765156985887,0.966034840650755,9.0,8.0,1.0,9.0,8.466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,156.5,25.5,-0.7966101247460274,182.0,131.0,51.0,160.14285714285714,156.5,1
Клеопатра_(значення),482,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,97.0,0.0,0.0,97.0,97.0,0.0,97.0,97.0,1
Клепарів,1262,21.0,0.0,0.0,21.0,21.0,0.0,21.0,21.0,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,72.5,71.26184112131821,-0.031583541038256946,175.0,2.0,173.0,57.857142857142854,72.5,1
