page_name,page_age_days,revisions_count_mean,revisions_count_std,revisions_count_ar,revisions_count_max,revisions_count_min,revisions_count_range,revisions_count_avg_last_week,revisions_count_avg_all_period,contributors_count_mean,contributors_count_std,contributors_count_ar,contributors_count_max,contributors_count_min,contributors_count_range,contributors_count_avg_last_week,contributors_count_avg_all_period,num_of_views_mean,num_of_views_std,num_of_views_ar,num_of_views_max,num_of_views_min,num_of_views_range,num_of_views_avg_last_week,num_of_views_avg_all_period,incoming_links_mean,outcoming_links_mean,outcoming_links_std,outcoming_links_ar,outcoming_links_max,outcoming_links_min,outcoming_links_range,outcoming_links_avg_last_week,outcoming_links_avg_all_period,translated
Мільярд,280,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,29.0,0.0,0.0,29.0,29.0,0.0,29.0,29.0,1
1020-ті,1204,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,55.0,0.0,0.0,55.0,55.0,0.0,55.0,55.0,1
1345,1334,31.2,0.4,0.9585038066403267,32.0,31.0,1.0,32.0,31.2,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,55.5,36.5,-0.7966100387728106,92.0,19.0,73.0,60.714285714285715,55.5,1
P/2012_F5_(Gibbs),770,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,97.0,97.0,0.0,97.0,97.0,1
5.10_(політична_партія),172,58.733333333333334,2.42120263964465,0.9802027482944873,63.0,57.0,6.0,63.0,58.733333333333334,8.733333333333333,0.8137703743822469,0.9795675064112912,10.0,8.0,2.0,10.0,8.733333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.5,21.5,-0.7966101436999671,47.0,4.0,43.0,28.571428571428573,25.5,1
71-931_«Витязь»,63,4.2,1.8330302779823358,0.9250446124083522,7.0,3.0,4.0,7.0,4.2,1.3,0.45825756949558394,0.9250446460061269,2.0,1.0,1.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,1
А-ба-ба-га-ла-ма-га,3707,247.33333333333334,0.4714045207910317,0.9642781423274563,248.0,247.0,1.0,248.0,247.33333333333334,62.333333333333336,0.4714045207910317,0.9642781261222754,63.0,62.0,1.0,63.0,62.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,68.5,55.5,-0.796610057771437,124.0,13.0,111.0,76.42857142857143,68.5,1
А-гум,64,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.5,7.5,-0.7966101001372863,22.0,7.0,15.0,15.571428571428571,14.5,1
A4Tech,730,24.0,0.0,0.0,24.0,24.0,0.0,24.0,24.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,1
БКМ_321,2037,64.86666666666666,0.49888765156985887,0.9239979819139966,66.0,64.0,2.0,65.28571428571429,64.86666666666666,27.866666666666667,0.4988876515698589,0.9239978616239063,29.0,27.0,2.0,28.285714285714285,27.866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,227.0,0.0,0.0,227.0,227.0,0.0,227.0,227.0,1
ADATA,687,19.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,21.0,21.0,0.0,21.0,21.0,1
AIMP,432,19.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,85.5,71.5,-0.7966102291448687,157.0,14.0,143.0,95.71428571428571,85.5,1
AKR7A3,209,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.47609522856952335,0.5143637688731052,2.0,0.0,2.0,0.0,0.2,0.0,24.5,17.5,-0.7966101388541263,42.0,7.0,35.0,27.0,24.5,1
Автоматична_локомотивна_сигналізація,967,17.0,0.0,0.0,17.0,17.0,0.0,17.0,17.0,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.5,3.5,-0.7966101674942477,14.0,7.0,7.0,11.0,10.5,1
Апт,850,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,1
АСКОН,1309,52.0,0.0,0.0,52.0,52.0,0.0,52.0,52.0,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,0.0,21.0,21.0,0.0,21.0,21.0,1
АТБ-Маркет,293,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,101.0,0.0,0.0,101.0,101.0,0.0,101.0,101.0,1
ATL,498,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.5,9.5,-0.7966100309641525,27.0,8.0,19.0,16.142857142857142,17.5,1
Аавік,509,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,1
Абадзехська,1564,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,122.0,0.0,0.0,122.0,122.0,0.0,122.0,122.0,1
Абакелія,726,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,1
Абакумов,433,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.5,22.5,-0.7966101568478469,48.0,3.0,45.0,28.714285714285715,25.5,1
Абалкін,1399,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,1
Анувій,540,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,1
Абастумані,987,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,245.0,0.0,0.0,245.0,245.0,0.0,245.0,245.0,1
Абатуров,2159,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,1
Абава,43,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,22.0,22.0,0.0,22.0,22.0,1
Аббасиди,1293,58.2,0.4,0.9585038133809984,59.0,58.0,1.0,59.0,58.2,27.0,0.0,0.0,27.0,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,137.0,136.0,-0.796610119094633,273.0,1.0,272.0,156.42857142857142,137.0,1
Абдергальден,102,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,1
Абдуллін,1909,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,0.0,0.0,27.0,27.0,0.0,27.0,27.0,1
Абдулов,367,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,1
Абертура_(Касерес),72,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,131.0,130.0,-0.7966101704500936,261.0,1.0,260.0,149.57142857142858,131.0,1
Абланиця,832,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,1
Абрагамович,623,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,0.0,28.0,28.0,0.0,28.0,28.0,1
Абрамян,1389,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,1
Абросимов,248,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0,0.0,26.0,26.0,0.0,26.0,26.0,1
Абрскіл,1471,5.8,0.4,0.9141082780443301,6.0,5.0,1.0,6.0,5.8,4.8,0.4,0.9141083257765061,5.0,4.0,1.0,5.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,1
Апсірт,213,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,1
Абу-ль-Фіда,469,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,0.0,0.0,22.0,22.0,0.0,22.0,22.0,1
Абий,420,6.3,0.458257569495584,0.9633594553188201,7.0,6.0,1.0,7.0,6.3,6.3,0.458257569495584,0.9633594553188201,7.0,6.0,1.0,7.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.5,11.5,-0.7966101487171702,24.0,1.0,23.0,14.142857142857142,12.5,1
Абизов,1306,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,1
Акація,245,5.266666666666667,0.44221663871405337,0.9749782115656737,6.0,5.0,1.0,6.0,5.266666666666667,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,38.666666666666664,48.3620604284897,-0.18202070427294065,107.0,2.0,105.0,48.42857142857143,38.666666666666664,1
Акамарачі,2849,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,0.0,0.0,31.0,31.0,0.0,31.0,31.0,1
Акантоциніні,114,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.5,22.5,-0.7966102188513147,46.0,1.0,45.0,26.714285714285715,23.5,1
Довговус,102,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.666666666666668,20.725722075613085,-0.27210622818011293,50.0,1.0,49.0,25.714285714285715,21.666666666666668,1
Еґоморф,156,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,31.0,-0.7966102004801897,63.0,1.0,62.0,36.42857142857143,32.0,1
Акантодерині,114,14.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.5,22.5,-0.7966102188513147,46.0,1.0,45.0,26.714285714285715,23.5,1
Accell_Group,1889,33.0,0.0,0.0,33.0,33.0,0.0,33.0,33.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,2.1666666666666665,2.3392781412697,-0.055413210216754376,11.0,0.0,11.0,1.5714285714285714,2.1666666666666665,9.0,20.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,1
Акцентологія,1793,8.666666666666666,0.4714045207910317,0.9270648785708505,9.0,8.0,1.0,9.0,8.666666666666666,6.666666666666667,0.4714045207910317,0.9270649116983294,7.0,6.0,1.0,7.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,1
Акумулятор,162,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,21.0,0.0,0.0,21.0,21.0,0.0,21.0,21.0,1
Асейтуна_(Касерес),72,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,131.5,130.5,-0.7966102296373275,262.0,1.0,261.0,150.14285714285714,131.5,1
Сіхей,248,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,1
Ацидофіли,38,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,22.0,15.0,-0.7966102320873372,37.0,7.0,30.0,24.142857142857142,22.0,1
Ацидофілін,2879,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,91.0,0.0,0.0,91.0,91.0,0.0,91.0,91.0,1
Acinonychini,589,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4,0.66332495807108,0.8192031824181898,3.0,0.0,3.0,1.1428571428571428,0.4,3.0,18.5,11.5,-0.7966101599354342,30.0,7.0,23.0,20.142857142857142,18.5,1
Ацинуси,51,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.5,1.5,-0.7966101206989608,8.0,5.0,3.0,6.285714285714286,6.5,1
Вусачик-акмеопс,1511,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,12.0,-0.7966101986908376,33.0,9.0,24.0,22.714285714285715,21.0,1
Аконтій,196,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.5,1.5,-0.7966101777720609,9.0,6.0,3.0,7.714285714285714,7.5,1
Єпархія_Акрассуса,433,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,12.0,-0.7966101739436983,25.0,1.0,24.0,14.714285714285714,13.0,1
Акрата_(міфологія),1169,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,1
Acrocephalus,1328,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,1
Актинуліди,3959,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,9.0,-0.796610076831038,26.0,8.0,18.0,18.285714285714285,17.0,1
Боконервові,812,9.5,0.5,0.9661016732976007,10.0,9.0,1.0,10.0,9.5,8.5,0.5,0.9661016767315188,9.0,8.0,1.0,9.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.5,10.5,-0.7966101712845906,29.0,8.0,21.0,20.0,18.5,1
Адамівка_(Баранівський_район),1267,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,113.0,16.0,-0.7966101592961412,129.0,97.0,32.0,110.71428571428571,113.0,1
Адапіс,908,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,1
Adelomyrmex,117,4.866666666666666,0.33993463423951903,0.9515271360631959,5.0,4.0,1.0,5.0,4.866666666666666,1.8666666666666667,0.33993463423951903,0.9515271505251186,2.0,1.0,1.0,2.0,1.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.5,22.5,-0.7966102998862299,53.0,8.0,45.0,33.714285714285715,30.5,1
Adelowalkeria,76,19.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.5,10.5,-0.7966101712845906,29.0,8.0,21.0,20.0,18.5,1
Адонії,531,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,1
Адонічний_вірш,304,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,1
Адуляресценція,737,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,1
Адвокатура,262,1.4666666666666666,0.49888765156985887,0.9774846485640293,2.0,1.0,1.0,2.0,1.4666666666666666,1.4666666666666666,0.49888765156985887,0.9774846485640293,2.0,1.0,1.0,2.0,1.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,74.0,101.82665008074589,-0.1901092293992854,218.0,1.0,217.0,94.57142857142857,74.0,1
Адинамія,319,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,1
Adzhi-Bogdo_(stone),1466,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,90.5,86.5,-0.7966103042508776,177.0,4.0,173.0,102.85714285714286,90.5,1
Епіт,598,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,1
Аерогелі,2377,43.0,0.0,0.0,43.0,43.0,0.0,43.0,43.0,27.0,0.0,0.0,27.0,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,326.0,0.0,0.0,326.0,326.0,0.0,326.0,326.0,1
Аеромеханіка,402,5.4,0.48989794855663565,0.9654828714837768,6.0,5.0,1.0,6.0,5.4,5.4,0.48989794855663565,0.9654828714837768,6.0,5.0,1.0,6.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,1.0,-0.7966101498382461,16.0,14.0,2.0,15.142857142857142,15.0,1
Аерометр,33,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,1
Аеропракт,1843,20.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,0.0,0.0,18.0,18.0,0.0,18.0,18.0,1
Ешиніт,693,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,0.0,0.0,26.0,26.0,0.0,26.0,26.0,1
Афанасьєв,36,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,67.0,0.0,0.0,67.0,67.0,0.0,67.0,67.0,1
Афіногенов,309,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,1
Афонін,1342,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,0.0,0.0,26.0,26.0,0.0,26.0,26.0,1
Agabinae,1618,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.3,0.5859465277082315,0.5063869981314005,2.0,0.0,2.0,0.42857142857142855,0.3,4.0,30.0,16.0,-0.7966102305715775,46.0,14.0,32.0,32.285714285714285,30.0,1
Агалатово,1636,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,74.0,74.0,0.0,74.0,74.0,1
Аґано,3393,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,1
Аґапантія,1195,9.033333333333333,0.17950549357115012,0.9369531758064379,10.0,9.0,1.0,9.428571428571429,9.033333333333333,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.333333333333332,31.008959278820626,-0.17144059413422708,70.0,1.0,69.0,32.57142857142857,26.333333333333332,1
Аґапантіїні,2067,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.666666666666668,28.662790435607548,-0.16997576871328615,65.0,1.0,64.0,30.428571428571427,24.666666666666668,1
Агапоново,1857,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,68.0,68.0,0.0,68.0,68.0,1
Агарикоміцети,307,19.3,0.458257569495584,0.9757517492419298,20.0,19.0,1.0,20.0,19.3,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,42.0,51.749396131742444,-0.1757373018076619,115.0,1.0,114.0,52.42857142857143,42.0,1
