page_name,page_age_days,revisions_count_mean,revisions_count_std,revisions_count_ar,revisions_count_max,revisions_count_min,revisions_count_range,revisions_count_avg_last_week,revisions_count_avg_all_period,contributors_count_mean,contributors_count_std,contributors_count_ar,contributors_count_max,contributors_count_min,contributors_count_range,contributors_count_avg_last_week,contributors_count_avg_all_period,num_of_views_mean,num_of_views_std,num_of_views_ar,num_of_views_max,num_of_views_min,num_of_views_range,num_of_views_avg_last_week,num_of_views_avg_all_period,incoming_links_mean,outcoming_links_mean,outcoming_links_std,outcoming_links_ar,outcoming_links_max,outcoming_links_min,outcoming_links_range,outcoming_links_avg_last_week,outcoming_links_avg_all_period,translated
Швець Ульян Євграфович,2575,34.0,0.0,0.0,34.0,34.0,0.0,34.0,34.0,17.0,0.0,0.0,17.0,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Кенкарин,1468,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,85.0,0.0,0.0,85.0,85.0,0.0,85.0,85.0,0
Василіянський монастир святого Йосафата (Володимир-Волинський),525,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Шаблон:Великий Хрест 1 ступеня ордена Пошани за Заслуги перед Австрією,1383,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Будівля вертикального збору (Канаверал),2697,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Дивин,3819,28.0,0.0,0.0,28.0,28.0,0.0,28.0,28.0,18.0,0.0,0.0,18.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,96.5,32.5,-0.796610231060645,129.0,64.0,65.0,91.85714285714286,96.5,0
Категорія:Уродженці Беллінцони,335,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Вулиця Пташина,546,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ліхтар водолаза,3944,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Челноковка,875,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,173.0,0.0,0.0,173.0,173.0,0.0,173.0,173.0,0
Сталевого Щура завербовано,525,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Er,4212,17.0,0.0,0.0,17.0,17.0,0.0,17.0,17.0,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,2.466666666666667,1.6069294390925266,0.27354223002903566,7.0,1.0,6.0,3.0,2.466666666666667,2.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0
Зірекля,1056,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,185.0,0.0,0.0,185.0,185.0,0.0,185.0,185.0,0
DPY19L4,293,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.16666666666666666,0.372677996249965,0.5117345584619027,1.0,0.0,1.0,0.2857142857142857,0.16666666666666666,0.0,24.0,17.0,-0.7966101587593062,41.0,7.0,34.0,26.428571428571427,24.0,0
IC 2803,4192,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.26666666666666666,0.5120763831912405,-0.27638576330385256,2.0,0.0,2.0,0.5714285714285714,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Шаблинщина,1797,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,106.0,0.0,0.0,106.0,106.0,0.0,106.0,106.0,0
Доробанць (Ботошань),2387,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Категорія:Корисні копалини Домініки,201,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Шаблон:Демографія/Roio del Sangro,3316,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Финацеле-Сілівашулуй,2385,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0
Всеукраїнський конкурс «Національне дерево України»,2462,21.0,0.0,0.0,21.0,21.0,0.0,21.0,21.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Молочанський провулок,2511,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Категорія:Статті, поліпшені в рамках вікіекспедиції до Коростенського району Житомирської області (19 — 20 жовтня 2013)",1560,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Випуск корисної копалини,4153,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ізотов Юрій Іванович,749,16.0,0.0,0.0,16.0,16.0,0.0,16.0,16.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Категорія:Померли в Бучацькому районі,1672,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Андріївка (Бердянський район),3659,63.733333333333334,1.1813363431112898,0.9544976426231954,66.0,63.0,3.0,65.71428571428571,63.733333333333334,39.0,0.0,0.0,39.0,39.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Програма «Українське вугілля»,1692,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Фальц (шов),2592,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Городенка (село),3810,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Інженерівка,3648,14.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,102.0,27.0,-0.7966101765154496,129.0,75.0,54.0,98.14285714285714,102.0,0
Львівська дирекція залізничних перевезень,2174,46.0,0.0,0.0,46.0,46.0,0.0,46.0,46.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Категорія:Наука Дніпропетровської області,3336,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Пюгаярве (волость),143,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Хронічний деструктивний спондиліт,4229,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Тюхтій,1827,25.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,0
VTEP,1197,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.13333333333333333,0.33993463423951903,-0.14944087105738416,1.0,0.0,1.0,0.0,0.13333333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0
Скакун Роман Леонідович,892,26.0,0.0,0.0,26.0,26.0,0.0,26.0,26.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Категорія:Старші прапорщики (Україна),1371,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Троїцький Микола Дмитрович,802,21.933333333333334,0.9977753031397177,0.9308898375445289,23.0,21.0,2.0,23.0,21.933333333333334,10.466666666666667,0.49888765156985887,0.9308898042796101,11.0,10.0,1.0,11.0,10.466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Стиль Івама,4017,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Миколаївська церква (Великі Будища),597,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Термометри ртутні електроконтактні,2190,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Денав,2563,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,74.5,72.5,-0.7966101924683318,147.0,2.0,145.0,84.85714285714286,74.5,0
Бурзі Валеріан Еріхович,1660,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Нуянь Видяз,4994,23.0,0.0,0.0,23.0,23.0,0.0,23.0,23.0,19.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Інноваційний бізнес-інкубатор,3324,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Беєрит,4167,35.0,0.0,0.0,35.0,35.0,0.0,35.0,35.0,13.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,0
GSC3730-606,2378,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.23333333333333334,0.4229525846816506,-0.09286020099138341,1.0,0.0,1.0,0.14285714285714285,0.23333333333333334,1.0,35.0,0.0,0.0,35.0,35.0,0.0,35.0,35.0,0
Боргові цінні папери,2087,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Вернигора Ніна Миколаївна,1856,34.0,0.0,0.0,34.0,34.0,0.0,34.0,34.0,12.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Безгинове,3649,22.0,0.0,0.0,22.0,22.0,0.0,22.0,22.0,14.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,107.5,26.5,-0.7966101941522862,134.0,81.0,53.0,103.71428571428571,107.5,0
Акцент на любові,1374,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
812 (значення),1130,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HD140604,2317,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.1,0.3,0.2492445365274153,1.0,0.0,1.0,0.14285714285714285,0.1,2.0,38.0,0.0,0.0,38.0,38.0,0.0,38.0,38.0,0
Категорія:Привокзальна (Львів),1118,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Бугруватівське нафтове родовище,4213,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Пшемиський Казимир,2864,29.0,0.0,0.0,29.0,29.0,0.0,29.0,29.0,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Кравець Ганна Миколаївна,908,1.7,0.9363047936792092,0.9640241291957072,3.0,1.0,2.0,3.0,1.7,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Економічно неактивне населення,2703,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Християнство в Україні,4399,70.0,0.0,0.0,70.0,70.0,0.0,70.0,70.0,42.0,0.0,0.0,42.0,42.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Грунянський Іван Іванович,1035,6.4,0.916515138991168,0.9250446242008638,7.0,5.0,2.0,7.0,6.4,2.7,0.458257569495584,0.9250446105266638,3.0,2.0,1.0,3.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Державна служба інтелектуальної власності України,2302,37.0,0.0,0.0,37.0,37.0,0.0,37.0,37.0,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Кебу (значення),2822,13.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Категорія:Уродженці Калуського району,3130,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Владиславський Володимир Олександрович,2561,17.0,0.0,0.0,17.0,17.0,0.0,17.0,17.0,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Категорія:Пацюки,2169,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Категорія:Корисні копалини Бурунді,201,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Василь Розанов,3643,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Церква святого Миколая (Полівці),315,13.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Хелештень,2387,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,0
Кухарська сільська рада (Варвинський район),1867,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bpm,4242,29.0,0.0,0.0,29.0,29.0,0.0,29.0,29.0,22.0,0.0,0.0,22.0,22.0,0.0,22.0,22.0,4.1,2.2113344387495983,0.4612863047048083,9.0,0.0,9.0,5.428571428571429,4.1,25.0,11.0,8.0,-0.7966101758309269,19.0,3.0,16.0,12.142857142857142,11.0,0
155-й самохідно-артилерійський полк (Україна),1321,54.0,0.0,0.0,54.0,54.0,0.0,54.0,54.0,15.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Адміністративний поділ Поділля,962,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Категорія:Замки та палаци Чернівецької області,1372,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Категорія:Покровське,717,1.6666666666666667,0.4714045207910317,0.9270648869337507,2.0,1.0,1.0,2.0,1.6666666666666667,1.6666666666666667,0.4714045207910317,0.9270648869337507,2.0,1.0,1.0,2.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Антологія. Том 1,2757,7.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Коссе Едуард Володимирович,2835,14.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Шаблон:Карта розташування Україна Харківська область,2940,17.0,0.0,0.0,17.0,17.0,0.0,17.0,17.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Гряда (заказник),2261,16.0,0.0,0.0,16.0,16.0,0.0,16.0,16.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Венгер Євген Федорович,1723,14.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Категорія:Перевальськ,3130,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1136 (значення),1130,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Щоденники вампіра (саундтрек),2904,55.0,0.0,0.0,55.0,55.0,0.0,55.0,55.0,14.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Алакольська озерна система,2866,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Кароль Генрик Міколаш,1866,9.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ХХІІІ зимові Олімпійські ігри (срібна монета),127,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
